# File generated by CMD 3.4 (http://stev.oapd.inaf.it/cmd) on Thu May 13 21:36:08 CEST 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.00049103 -1.50000 9.69897 1.0399948359 2.4809188843    1.037  1.598  3.7217  2.695    3  0.000  0.440     0.00     0.00     0.00     0.00     0.00 -1 -2.05e-11      0.00 7.377e-01 2.618e-01 7.086e-05 4.064e-05 2.148e-04 -1.000 4.941e-04 0.776 1.614 1.643 0.986 0.551 0.137 -0.410 -0.853 -0.922
0.00049103 -1.50000 9.69897 1.0403264761 2.4809823036    1.037  1.641  3.7200  2.645    3  0.000  0.437     0.00     0.00     0.00     0.00     0.00 -1  -2.4e-11      0.00 7.370e-01 2.625e-01 7.039e-05 4.124e-05 2.149e-04 -1.000 4.940e-04 0.668 1.523 1.546 0.883 0.444 0.028 -0.524 -0.972 -1.041
0.00049103 -1.50000 9.69897 1.0406395197 2.4810421467    1.037  1.684  3.7183  2.595    3  0.000  0.435     0.00     0.00     0.00     0.00     0.00 -1 -2.81e-11      0.00 7.365e-01 2.630e-01 7.004e-05 4.168e-05 2.149e-04 -1.000 4.941e-04 0.560 1.432 1.448 0.778 0.337 -0.083 -0.640 -1.093 -1.162
0.00049103 -1.50000 9.69897 1.0409220457 2.4810960293    1.038  1.726  3.7167  2.546    3  0.000  0.433     0.00     0.00     0.00     0.00     0.00 -1 -3.27e-11      0.00 7.362e-01 2.633e-01 6.982e-05 4.197e-05 2.149e-04 -1.000 4.868e-04 0.454 1.345 1.353 0.677 0.232 -0.190 -0.752 -1.209 -1.279
0.00049103 -1.50000 9.69897 1.0411859751 2.4811463356    1.038  1.769  3.7149  2.497    3  0.000  0.432     0.00     0.00     0.00     0.00     0.00 -1 -3.82e-11      0.00 7.360e-01 2.635e-01 6.969e-05 4.214e-05 2.149e-04 -1.000 4.834e-04 0.348 1.258 1.259 0.576 0.128 -0.297 -0.865 -1.327 -1.398
0.00049103 -1.50000 9.69897 1.0414290428 2.4811928272    1.038  1.811  3.7131  2.448    3  0.000  0.432     0.00     0.00     0.00     0.00     0.00 -1 -4.45e-11      0.00 7.359e-01 2.636e-01 6.961e-05 4.224e-05 2.149e-04 -1.000 4.941e-04 0.243 1.176 1.166 0.476 0.024 -0.405 -0.978 -1.444 -1.515
0.00049103 -1.50000 9.69897 1.0416561365 2.4812359810    1.038  1.853  3.7113  2.398    3  0.000  0.432     0.00     0.00     0.00     0.00     0.00 -1 -5.19e-11      0.00 7.359e-01 2.636e-01 6.957e-05 4.229e-05 2.149e-04 -1.000 4.941e-04 0.138 1.094 1.073 0.375 -0.081 -0.512 -1.090 -1.561 -1.633
0.00049103 -1.50000 9.69897 1.0418641567 2.4812755585    1.038  1.894  3.7095  2.350    3  0.000  0.432     0.00     0.00     0.00     0.00     0.00 -1 -6.04e-11      0.00 7.359e-01 2.636e-01 6.956e-05 4.230e-05 2.149e-04 -1.000 4.941e-04 0.035 1.015 0.982 0.276 -0.184 -0.618 -1.201 -1.676 -1.749
0.00049103 -1.50000 9.69897 1.0420595407 2.4813127518    1.038  1.936  3.7077  2.301    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -7.03e-11      0.00 7.359e-01 2.636e-01 6.955e-05 4.232e-05 2.149e-04 -1.000 4.941e-04 -0.069 0.936 0.892 0.177 -0.286 -0.724 -1.312 -1.791 -1.865
0.00049103 -1.50000 9.69897 1.0422344208 2.4813461304    1.038  1.975  3.7059  2.254    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -8.13e-11      0.00 7.359e-01 2.636e-01 6.954e-05 4.233e-05 2.149e-04 -1.000 4.941e-04 -0.168 0.863 0.806 0.083 -0.384 -0.825 -1.419 -1.902 -1.977
0.00049103 -1.50000 9.69897 1.0423945189 2.4813766479    1.038  2.014  3.7040  2.208    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -9.37e-11      0.00 7.359e-01 2.636e-01 6.953e-05 4.234e-05 2.149e-04 -1.000 4.942e-04 -0.265 0.791 0.723 -0.008 -0.480 -0.924 -1.523 -2.011 -2.086
0.00049103 -1.50000 9.69897 1.0425435305 2.4814050198    1.038  2.052  3.7023  2.163    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -1.08e-10      0.00 7.359e-01 2.636e-01 6.953e-05 4.235e-05 2.149e-04 -1.000 4.941e-04 -0.361 0.720 0.641 -0.099 -0.574 -1.022 -1.626 -2.119 -2.195
0.00049103 -1.50000 9.69897 1.0426847935 2.4814317226    1.037  2.091  3.7003  2.116    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -1.24e-10      0.00 7.359e-01 2.637e-01 6.952e-05 4.236e-05 2.149e-04 -1.000 4.941e-04 -0.458 0.650 0.559 -0.190 -0.670 -1.120 -1.731 -2.228 -2.305
0.00049103 -1.50000 9.69897 1.0428116322 2.4814560413    1.037  2.128  3.6986  2.072    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -1.42e-10      0.00 7.358e-01 2.637e-01 6.951e-05 4.237e-05 2.149e-04 -1.000 4.941e-04 -0.549 0.585 0.482 -0.276 -0.759 -1.213 -1.829 -2.331 -2.408
0.00049103 -1.50000 9.69897 1.0429321527 2.4814789295    1.037  2.163  3.6969  2.031    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -1.62e-10      0.00 7.358e-01 2.637e-01 6.951e-05 4.237e-05 2.150e-04 -1.000 4.941e-04 -0.636 0.524 0.409 -0.357 -0.844 -1.301 -1.923 -2.429 -2.507
0.00049103 -1.50000 9.69897 1.0430554152 2.4815022945    1.037  2.194  3.6953  1.993    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -1.82e-10      0.00 7.358e-01 2.637e-01 6.950e-05 4.238e-05 2.150e-04 -1.000 4.942e-04 -0.715 0.469 0.343 -0.430 -0.922 -1.382 -2.008 -2.519 -2.597
0.00049103 -1.50000 9.69897 1.0431759357 2.4815251827    1.037  2.218  3.6941  1.964    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1    -2e-10      0.00 7.358e-01 2.637e-01 6.950e-05 4.239e-05 2.150e-04 -1.000 4.941e-04 -0.775 0.430 0.294 -0.486 -0.980 -1.443 -2.073 -2.587 -2.666
0.00049103 -1.50000 9.69897 1.0432819128 2.4815452099    1.036  2.185  3.6961  2.005    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -1.79e-10      0.00 7.358e-01 2.637e-01 6.949e-05 4.240e-05 2.150e-04 -1.000 4.941e-04 -0.693 0.479 0.359 -0.411 -0.900 -1.359 -1.983 -2.491 -2.569
0.00049103 -1.50000 9.69897 1.0433292389 2.4815542698    1.036  2.165  3.6973  2.030    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -1.66e-10      0.00 7.358e-01 2.637e-01 6.949e-05 4.240e-05 2.150e-04 -1.000 4.942e-04 -0.643 0.511 0.399 -0.365 -0.851 -1.308 -1.928 -2.433 -2.510
0.00049103 -1.50000 9.69897 1.0433700085 2.4815618992    1.036  2.181  3.6966  2.011    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -1.75e-10      0.00 7.358e-01 2.637e-01 6.949e-05 4.240e-05 2.150e-04 -1.000 4.942e-04 -0.682 0.484 0.366 -0.401 -0.889 -1.347 -1.969 -2.477 -2.555
0.00049103 -1.50000 9.69897 1.0434770584 2.4815824032    1.036  2.222  3.6944  1.961    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -2.02e-10      0.00 7.358e-01 2.637e-01 6.948e-05 4.241e-05 2.150e-04 -1.000 4.941e-04 -0.785 0.417 0.282 -0.497 -0.990 -1.452 -2.081 -2.595 -2.673
0.00049103 -1.50000 9.69897 1.0435843468 2.4816026688    1.036  2.265  3.6922  1.909    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -2.36e-10      0.00 7.358e-01 2.637e-01 6.948e-05 4.242e-05 2.150e-04 -1.000 4.941e-04 -0.892 0.349 0.195 -0.596 -1.095 -1.561 -2.198 -2.717 -2.797
0.00049103 -1.50000 9.69897 1.0436830521 2.4816215038    1.035  2.306  3.6899  1.859    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -2.76e-10      0.00 7.358e-01 2.637e-01 6.947e-05 4.242e-05 2.150e-04 -1.000 4.941e-04 -0.995 0.285 0.113 -0.691 -1.196 -1.666 -2.311 -2.837 -2.917
0.00049103 -1.50000 9.69897 1.0437756777 2.4816389084    1.035  2.347  3.6877  1.808    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -3.22e-10      0.00 7.358e-01 2.637e-01 6.947e-05 4.243e-05 2.150e-04 -1.000 4.941e-04 -1.099 0.224 0.031 -0.785 -1.296 -1.770 -2.423 -2.956 -3.037
0.00049103 -1.50000 9.69897 1.0438617468 2.4816553593    1.035  2.388  3.6853  1.758    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -3.75e-10      0.00 7.358e-01 2.637e-01 6.946e-05 4.243e-05 2.150e-04 -1.000 4.941e-04 -1.201 0.181 -0.044 -0.880 -1.397 -1.875 -2.536 -3.076 -3.156
0.00049103 -1.50000 9.69897 1.0439414978 2.4816703796    1.034  2.429  3.6830  1.708    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -4.36e-10      0.00 7.358e-01 2.637e-01 6.946e-05 4.244e-05 2.150e-04 -1.000 4.942e-04 -1.302 0.154 -0.113 -0.975 -1.499 -1.982 -2.649 -3.196 -3.275
0.00049103 -1.50000 9.69897 1.0440165997 2.4816846848    1.034  2.470  3.6807  1.657    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -5.08e-10      0.00 7.358e-01 2.637e-01 6.946e-05 4.244e-05 2.150e-04 -1.000 4.941e-04 -1.405 0.123 -0.183 -1.070 -1.602 -2.088 -2.763 -3.316 -3.394
0.00049103 -1.50000 9.69897 1.0440862179 2.4816977978    1.033  2.510  3.6783  1.607    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -5.92e-10      0.00 7.358e-01 2.637e-01 6.945e-05 4.245e-05 2.150e-04 -1.000 4.942e-04 -1.506 0.097 -0.250 -1.162 -1.702 -2.192 -2.875 -3.435 -3.512
0.00049103 -1.50000 9.69897 1.0441509485 2.4817101955    1.033  2.551  3.6759  1.557    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1  -6.9e-10      0.00 7.358e-01 2.637e-01 6.945e-05 4.245e-05 2.150e-04 -1.000 4.941e-04 -1.607 0.074 -0.315 -1.253 -1.801 -2.296 -2.987 -3.553 -3.630
0.00049103 -1.50000 9.69897 1.0442107916 2.4817214012    1.032  2.591  3.6735  1.507    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -8.01e-10      0.00 7.358e-01 2.637e-01 6.945e-05 4.246e-05 2.150e-04 -1.000 4.941e-04 -1.706 0.058 -0.376 -1.341 -1.898 -2.398 -3.097 -3.670 -3.746
0.00049103 -1.50000 9.69897 1.0442674160 2.4817321301    1.031  2.631  3.6711  1.457    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -9.33e-10      0.00 7.358e-01 2.637e-01 6.944e-05 4.246e-05 2.150e-04 -1.000 4.941e-04 -1.807 -0.012 -0.454 -1.426 -1.989 -2.496 -3.205 -3.786 -3.864
0.00049103 -1.50000 9.69897 1.0443190336 2.4817419052    1.030  2.670  3.6686  1.407    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -1.08e-09      0.00 7.358e-01 2.637e-01 6.944e-05 4.246e-05 2.150e-04 -1.000 4.941e-04 -1.905 -0.016 -0.508 -1.510 -2.084 -2.596 -3.314 -3.901 -3.979
0.00049103 -1.50000 9.69897 1.0443674326 2.4817512035    1.029  2.709  3.6661  1.357    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -1.26e-09      0.00 7.358e-01 2.637e-01 6.944e-05 4.247e-05 2.150e-04 -1.000 4.942e-04 -2.003 -0.017 -0.560 -1.593 -2.178 -2.696 -3.423 -4.017 -4.095
0.00049103 -1.50000 9.69897 1.0444120169 2.4817595482    1.029  2.748  3.6635  1.308    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -1.46e-09      0.00 7.358e-01 2.637e-01 6.944e-05 4.247e-05 2.150e-04 -1.000 4.941e-04 -2.100 -0.008 -0.606 -1.674 -2.270 -2.794 -3.530 -4.132 -4.209
0.00049103 -1.50000 9.69897 1.0444545746 2.4817676544    1.027  2.787  3.6609  1.258    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -1.69e-09      0.00 7.358e-01 2.637e-01 6.943e-05 4.247e-05 2.150e-04 -1.000 4.942e-04 -2.198 0.002 -0.653 -1.756 -2.364 -2.895 -3.640 -4.248 -4.325
0.00049103 -1.50000 9.69897 1.0445030928 2.4817769527    1.026  2.836  3.6577  1.196    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -2.03e-09      0.00 7.358e-01 2.637e-01 6.943e-05 4.248e-05 2.150e-04 -1.000 4.942e-04 -2.319 0.029 -0.704 -1.853 -2.477 -3.017 -3.775 -4.392 -4.469
0.00049103 -1.50000 9.69897 1.0445473194 2.4817852974    1.024  2.883  3.6545  1.135    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -2.44e-09      0.00 7.358e-01 2.637e-01 6.943e-05 4.248e-05 2.150e-04 -1.000 4.941e-04 -2.437 0.025 -0.764 -1.946 -2.583 -3.132 -3.904 -4.531 -4.609
0.00049103 -1.50000 9.69897 1.0445814133 2.4817917347    1.023  2.922  3.6517  1.085    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -2.84e-09      0.00 7.358e-01 2.637e-01 6.943e-05 4.248e-05 2.150e-04 -1.000 4.941e-04 -2.535 0.022 -0.814 -2.023 -2.672 -3.228 -4.011 -4.647 -4.726
0.00049103 -1.50000 9.69897 1.0446190834 2.4817988873    1.021  2.968  3.6485  1.025    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -3.39e-09      0.00 7.358e-01 2.637e-01 6.943e-05 4.248e-05 2.150e-04 -1.000 4.941e-04 -2.651 0.024 -0.870 -2.111 -2.774 -3.340 -4.137 -4.784 -4.865
0.00049103 -1.50000 9.69897 1.0446544886 2.4818055630    1.019  3.015  3.6452  0.964    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -4.06e-09      0.00 7.358e-01 2.637e-01 6.942e-05 4.249e-05 2.150e-04 -1.000 4.941e-04 -2.767 0.037 -0.919 -2.197 -2.876 -3.452 -4.264 -4.921 -5.004
0.00049103 -1.50000 9.69897 1.0446881056 2.4818120003    1.017  3.062  3.6418  0.902    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -4.89e-09      0.00 7.358e-01 2.637e-01 6.942e-05 4.249e-05 2.150e-04 -1.000 4.941e-04 -2.886 0.061 -0.964 -2.282 -2.979 -3.566 -4.394 -5.062 -5.147
0.00049103 -1.50000 9.69897 1.0447180271 2.4818174839    1.014  3.108  3.6384  0.842    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -5.85e-09      0.00 7.358e-01 2.637e-01 6.942e-05 4.249e-05 2.150e-04 -1.000 4.941e-04 -2.999 0.090 -1.003 -2.360 -3.075 -3.674 -4.517 -5.197 -5.284
0.00049103 -1.50000 9.69897 1.0447462797 2.4818229675    1.011  3.153  3.6350  0.782    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -6.99e-09      0.00 7.358e-01 2.637e-01 6.942e-05 4.249e-05 2.150e-04 -1.000 4.942e-04 -3.113 0.122 -1.041 -2.437 -3.170 -3.782 -4.641 -5.332 -5.422
0.00049103 -1.50000 9.69897 1.0447732210 2.4818279743    1.008  3.200  3.6316  0.720    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -8.41e-09      0.00 7.358e-01 2.637e-01 6.942e-05 4.249e-05 2.150e-04 -1.000 4.941e-04 -3.229 0.156 -1.079 -2.516 -3.268 -3.891 -4.767 -5.470 -5.562
0.00049103 -1.50000 9.69897 1.0447976589 2.4818327427    1.004  3.244  3.6282  0.661    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1    -1e-08      0.00 7.358e-01 2.637e-01 6.942e-05 4.249e-05 2.150e-04 -1.000 4.941e-04 -3.339 0.191 -1.112 -2.587 -3.358 -3.993 -4.886 -5.600 -5.695
0.00049103 -1.50000 9.69897 1.0448192358 2.4818367958    1.001  3.281  3.6254  0.610    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1 -1.17e-08      0.00 7.358e-01 2.637e-01 6.942e-05 4.250e-05 2.150e-04 -1.000 4.941e-04 -3.434 0.225 -1.140 -2.648 -3.435 -4.081 -4.988 -5.713 -5.810
0.00049103 -1.50000 9.69897 1.0448192358 2.4818367958    1.001  1.850  3.7404  2.501    4  0.000  0.445     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.326e-01 2.669e-01 7.269e-05 4.025e-05 2.178e-04 -1.000 4.941e-04 0.144 0.816 0.886 0.310 -0.086 -0.466 -0.964 -1.368 -1.424
0.00049103 -1.50000 9.69897 1.0449669361 2.4818646908    1.001  1.864  3.7389  2.482    4  0.000  0.445     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.326e-01 2.669e-01 7.268e-05 4.026e-05 2.178e-04 -1.000 4.940e-04 0.111 0.796 0.862 0.279 -0.120 -0.502 -1.004 -1.411 -1.467
0.00049103 -1.50000 9.69897 1.0451211929 2.4818937778    1.001  1.868  3.7385  2.476    4  0.000  0.445     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.326e-01 2.669e-01 7.267e-05 4.027e-05 2.178e-04 -1.000 4.940e-04 0.100 0.789 0.853 0.269 -0.131 -0.514 -1.017 -1.425 -1.482
0.00049103 -1.50000 9.69897 1.0452798605 2.4819238186    1.001  1.871  3.7384  2.473    4  0.000  0.445     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.326e-01 2.669e-01 7.266e-05 4.029e-05 2.178e-04 -1.000 4.941e-04 0.091 0.782 0.845 0.261 -0.139 -0.523 -1.026 -1.434 -1.491
0.00049103 -1.50000 9.69897 1.0454376936 2.4819536209    1.001  1.874  3.7385  2.471    4  0.000  0.445     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.326e-01 2.669e-01 7.265e-05 4.030e-05 2.178e-04 -1.000 4.941e-04 0.085 0.775 0.838 0.254 -0.145 -0.529 -1.031 -1.439 -1.496
0.00049103 -1.50000 9.69897 1.0455818176 2.4819808006    1.002  1.876  3.7389  2.470    4  0.000  0.445     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.326e-01 2.669e-01 7.264e-05 4.031e-05 2.178e-04 -1.000 4.941e-04 0.081 0.767 0.831 0.249 -0.150 -0.533 -1.034 -1.441 -1.498
0.00049103 -1.50000 9.69897 1.0457376242 2.4820103645    1.002  1.877  3.7394  2.471    4  0.000  0.445     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.326e-01 2.669e-01 7.263e-05 4.032e-05 2.178e-04 -1.000 4.941e-04 0.077 0.759 0.824 0.244 -0.154 -0.536 -1.036 -1.442 -1.499
0.00049103 -1.50000 9.69897 1.0458825827 2.4820377827    1.002  1.879  3.7399  2.472    4  0.000  0.445     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.326e-01 2.669e-01 7.262e-05 4.033e-05 2.178e-04 -1.000 4.941e-04 0.073 0.752 0.818 0.240 -0.157 -0.538 -1.037 -1.442 -1.498
0.00049103 -1.50000 9.69897 1.0460426807 2.4820680618    1.002  1.880  3.7405  2.473    4  0.000  0.445     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.326e-01 2.669e-01 7.261e-05 4.034e-05 2.178e-04 -1.000 4.941e-04 0.070 0.744 0.811 0.235 -0.161 -0.541 -1.038 -1.441 -1.497
0.00049103 -1.50000 9.69897 1.0462006330 2.4820978642    1.002  1.881  3.7411  2.474    4  0.000  0.445     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.326e-01 2.669e-01 7.260e-05 4.036e-05 2.178e-04 -1.000 4.942e-04 0.067 0.737 0.804 0.230 -0.164 -0.543 -1.039 -1.440 -1.496
0.00049103 -1.50000 9.69897 1.0463441610 2.4821248055    1.002  1.882  3.7416  2.475    4  0.000  0.445     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.326e-01 2.669e-01 7.259e-05 4.037e-05 2.178e-04 -1.000 4.940e-04 0.064 0.730 0.798 0.226 -0.167 -0.545 -1.039 -1.440 -1.495
0.00049103 -1.50000 9.69897 1.0464948416 2.4821531773    1.003  1.884  3.7422  2.476    4  0.000  0.444     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.326e-01 2.669e-01 7.258e-05 4.038e-05 2.178e-04 -1.000 4.940e-04 0.061 0.724 0.792 0.222 -0.171 -0.547 -1.040 -1.440 -1.495
0.00049103 -1.50000 9.69897 1.0466428995 2.4821810722    1.003  1.885  3.7427  2.477    4  0.000  0.444     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.326e-01 2.669e-01 7.257e-05 4.039e-05 2.178e-04 -1.000 4.941e-04 0.057 0.717 0.785 0.217 -0.174 -0.550 -1.042 -1.440 -1.495
0.00049103 -1.50000 9.69897 1.0467882156 2.4822084904    1.003  1.886  3.7432  2.478    4  0.000  0.444     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.326e-01 2.669e-01 7.256e-05 4.040e-05 2.178e-04 -1.000 4.942e-04 0.054 0.711 0.779 0.213 -0.177 -0.552 -1.043 -1.440 -1.494
0.00049103 -1.50000 9.69897 1.0469467640 2.4822382927    1.003  1.888  3.7436  2.478    4  0.000  0.444     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.326e-01 2.669e-01 7.255e-05 4.041e-05 2.178e-04 -1.000 4.942e-04 0.051 0.705 0.773 0.209 -0.181 -0.555 -1.044 -1.441 -1.495
0.00049103 -1.50000 9.69897 1.0470513105 2.4822580814    1.003  1.889  3.7439  2.478    4  0.000  0.444     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.326e-01 2.670e-01 7.254e-05 4.042e-05 2.178e-04 -1.000 4.941e-04 0.049 0.700 0.769 0.206 -0.183 -0.557 -1.045 -1.441 -1.495
0.00049103 -1.50000 9.69897 1.0470995903 2.4822671413    1.003  1.889  3.7441  2.479    4  0.000  0.444     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.326e-01 2.670e-01 7.254e-05 4.043e-05 2.178e-04 -1.000 4.941e-04 0.047 0.698 0.767 0.204 -0.185 -0.558 -1.046 -1.441 -1.495
0.00049103 -1.50000 9.69897 1.0472502708 2.4822955132    1.003  1.890  3.7444  2.479    4  0.000  0.444     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.325e-01 2.670e-01 7.253e-05 4.044e-05 2.178e-04 -1.000 4.941e-04 0.044 0.692 0.761 0.200 -0.188 -0.561 -1.048 -1.443 -1.496
0.00049103 -1.50000 9.69897 1.0473985672 2.4823234081    1.004  1.892  3.7448  2.479    4  0.000  0.444     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.325e-01 2.670e-01 7.252e-05 4.045e-05 2.178e-04 -1.000 4.941e-04 0.040 0.687 0.756 0.196 -0.192 -0.564 -1.050 -1.444 -1.497
0.00049103 -1.50000 9.69897 1.0475523472 2.4823524952    1.004  1.893  3.7450  2.478    4  0.000  0.444     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.325e-01 2.670e-01 7.251e-05 4.046e-05 2.178e-04 -1.000 4.941e-04 0.036 0.681 0.750 0.191 -0.196 -0.567 -1.053 -1.446 -1.499
0.00049103 -1.50000 9.69897 1.0477024317 2.4823806286    1.004  1.895  3.7452  2.478    4  0.000  0.444     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.325e-01 2.670e-01 7.250e-05 4.047e-05 2.178e-04 -1.000 4.941e-04 0.032 0.676 0.745 0.186 -0.200 -0.571 -1.056 -1.449 -1.502
0.00049103 -1.50000 9.69897 1.0478540659 2.4824092388    1.004  1.897  3.7453  2.476    4  0.000  0.444     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.325e-01 2.670e-01 7.249e-05 4.049e-05 2.178e-04 -1.000 4.941e-04 0.028 0.671 0.740 0.182 -0.204 -0.575 -1.060 -1.453 -1.506
0.00049103 -1.50000 9.69897 1.0480103493 2.4824385643    1.004  1.899  3.7454  2.475    4  0.000  0.444     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.325e-01 2.670e-01 7.248e-05 4.050e-05 2.178e-04 -1.000 4.941e-04 0.023 0.666 0.735 0.177 -0.209 -0.580 -1.065 -1.457 -1.510
0.00049103 -1.50000 9.69897 1.0481545925 2.4824655056    1.004  1.901  3.7453  2.473    4  0.000  0.444     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.325e-01 2.670e-01 7.247e-05 4.051e-05 2.178e-04 -1.000 4.941e-04 0.018 0.662 0.730 0.172 -0.214 -0.585 -1.070 -1.462 -1.515
0.00049103 -1.50000 9.69897 1.0481691360 2.4824683666    1.004  1.901  3.7453  2.472    4  0.000  0.444     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.325e-01 2.670e-01 7.247e-05 4.051e-05 2.178e-04 -1.000 4.941e-04 0.018 0.662 0.730 0.172 -0.214 -0.586 -1.070 -1.463 -1.516
0.00049103 -1.50000 9.69897 1.0482776165 2.4824886322    1.005  1.902  3.7452  2.470    4  0.000  0.444     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.325e-01 2.670e-01 7.246e-05 4.052e-05 2.178e-04 -1.000 4.940e-04 0.014 0.659 0.727 0.168 -0.219 -0.590 -1.075 -1.468 -1.521
0.00049103 -1.50000 9.69897 1.0484131575 2.4825141430    1.005  1.905  3.7449  2.467    4  0.000  0.444     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.325e-01 2.670e-01 7.245e-05 4.053e-05 2.178e-04 -1.000 4.941e-04 0.008 0.655 0.722 0.163 -0.224 -0.596 -1.082 -1.475 -1.528
