epoch,lr,output_mean_absolute_error,output_mean_absolute_percentage_error,output_mean_error,val_loss,val_output_mean_absolute_error,val_output_mean_absolute_percentage_error,val_output_mean_error
23,0.0005,0.13894017040729523,163.75755310058594,-0.000845668837428093,8.94539916771464e-05,0.13681872189044952,132.7767791748047,-0.01590331457555294
24,0.0005,0.13823546469211578,188.36083984375,-0.0009013974922709167,9.101715841097757e-05,0.1357271522283554,125.1424331665039,-0.002956945449113846
25,0.0005,0.1379808932542801,193.98370361328125,-0.0007143607945181429,9.256483463104814e-05,0.13699431717395782,144.01072692871094,-0.00853967759758234
26,0.0005,0.13685452938079834,185.88058471679688,-0.001060695038177073,9.406661411048844e-05,0.13555897772312164,143.97642517089844,0.011347132734954357
27,0.0005,0.13871219754219055,174.02650451660156,-7.515025936299935e-05,9.582981147104874e-05,0.13561788201332092,128.8081817626953,0.011984351091086864
28,0.0005,0.13623735308647156,185.7973175048828,-0.00029837305191904306,9.729946759762242e-05,0.13494575023651123,140.5216827392578,-0.012928551062941551
29,0.0005,0.13613931834697723,174.89320373535156,-0.00016840139869600534,9.887244959827513e-05,0.13701681792736053,121.77164459228516,0.011859524995088577
30,0.0005,0.13552552461624146,189.64840698242188,-0.00028693870990537107,0.00010051925346488133,0.13378475606441498,140.6588134765625,-0.0122528700158
31,0.0005,0.13566593825817108,164.36708068847656,0.0004072131123393774,0.00010213040513917804,0.1431642770767212,157.8638153076172,0.031527191400527954
32,0.0005,0.13505546748638153,198.7290802001953,0.00018062905292026699,0.00010382847540313378,0.1333223581314087,121.66986846923828,-0.004575174301862717
33,0.0005,0.13409706950187683,201.0345916748047,-0.000281325017567724,0.00010537892376305535,0.13237535953521729,117.09349822998047,-0.011021791957318783
34,0.0005,0.13406114280223846,152.04978942871094,-1.3928247426520102e-05,0.00010705482418416068,0.13183096051216125,130.05198669433594,5.679879541276023e-05
35,0.0005,0.1332954615354538,187.36495971679688,-0.0001709058997221291,0.00010873305291170254,0.13206708431243896,140.8480682373047,0.0025194294285029173
36,0.0005,0.1332813799381256,176.466552734375,-3.782673229579814e-05,0.00011042976257158443,0.13727055490016937,142.65737915039062,-0.023505786433815956
37,0.0005,0.1333494782447815,162.1144561767578,0.0003729645686689764,0.00011215240374440327,0.13128888607025146,130.73143005371094,0.0007119784713722765
38,0.0005,0.13362452387809753,190.43885803222656,0.00040815433021634817,0.00011394980538170785,0.1367277055978775,153.0184783935547,0.03388113155961037
39,0.0005,0.13308335840702057,170.3430938720703,0.0003405138268135488,0.00011563206498976797,0.1313963234424591,145.03338623046875,-0.0007715587271377444
40,0.0005,0.13229802250862122,186.05007934570312,0.00012953803525306284,0.00011735873704310507,0.13008646667003632,124.94122314453125,-0.009470272809267044
41,0.0005,0.13209936022758484,164.24697875976562,0.000551242264918983,0.00011909443128388375,0.1308184266090393,119.15975952148438,0.009889357723295689
42,0.0005,0.1317913681268692,189.31744384765625,0.00032052467577159405,0.0001207766545121558,0.13046953082084656,133.22740173339844,-0.004792812746018171
43,0.0005,0.1310683935880661,193.62771606445312,0.0004084335232619196,0.00012251593580003828,0.1320023536682129,133.82505798339844,0.005038647912442684
44,0.0005,0.13141383230686188,188.21620178222656,0.00028987834230065346,0.00012430518108885735,0.12992078065872192,123.54450988769531,0.0070559075102210045
45,0.0005,0.13105793297290802,188.44203186035156,0.0002672852424439043,0.0001259868440683931,0.13084879517555237,138.78977966308594,0.006102465558797121
46,0.0005,0.13134044408798218,171.6907958984375,0.000582656532060355,0.00012774643255397677,0.12959560751914978,130.2684326171875,0.009706522338092327
47,0.0005,0.13036616146564484,171.12045288085938,0.00048742975923232734,0.0001295018446398899,0.12954378128051758,128.9093475341797,-0.014119220897555351
48,0.0005,0.13127407431602478,153.40792846679688,0.0008867927826941013,0.00013127362763043493,0.14909572899341583,161.67626953125,0.029486827552318573
49,0.0005,0.13024193048477173,162.16952514648438,0.00019778239948209375,0.00013287227193359286,0.13198311626911163,132.44320678710938,-0.028047233819961548
50,0.0005,0.13053442537784576,169.73095703125,0.0005755792954005301,0.00013473212311509997,0.1310461163520813,130.48220825195312,-0.019620263949036598
51,0.0005,0.12991270422935486,173.2493438720703,0.00040408395580016077,0.0001364497875329107,0.12783783674240112,124.87861633300781,0.0008429600857198238
52,0.0005,0.13033318519592285,148.85533142089844,0.0007776531274430454,0.00013827657676301897,0.12790615856647491,138.85302734375,-0.004353562835603952
53,0.0005,0.12972833216190338,176.9747314453125,0.0008823084062896669,0.00014007060963194817,0.13201355934143066,127.93415832519531,0.029423987492918968
54,0.0005,0.12944741547107697,170.5084228515625,0.000789462705142796,0.0001418154570274055,0.12865902483463287,136.8373565673828,0.010855291038751602
55,0.0005,0.129250630736351,184.37649536132812,0.0006854687817394733,0.00014363306399900466,0.12782545387744904,114.3183822631836,-0.0011161377187818289
56,0.0005,0.12909771502017975,160.780517578125,0.0007101430674083531,0.00014549070328939706,0.1283261924982071,128.844482421875,-0.01067062746733427
57,0.00025,0.12886051833629608,162.00741577148438,0.000822407950181514,0.00014614917745348066,0.12645040452480316,117.22718048095703,-2.042012738456833e-06
58,0.00025,0.12734106183052063,168.00697326660156,0.00048415278433822095,0.0001467683759983629,0.12681475281715393,135.17221069335938,-0.014581015333533287
59,0.00025,0.12772265076637268,169.52488708496094,0.0009333081543445587,0.00014742354687768966,0.1266275942325592,128.0943603515625,0.0012852761428803205
