epoch,loss,lr,output_loss,output_mean_absolute_error,output_mean_absolute_percentage_error,output_mean_error,val_loss,val_output_loss,val_output_mean_absolute_error,val_output_mean_absolute_percentage_error,val_output_mean_error,val_variance_output_loss,variance_output_loss
17,-2.176427464214348,0.000125,-2.176449650199612,0.08764830288339338,24.440982449127258,0.0028010752705222423,-2.208839425334224,-2.2088616026772394,0.08786364237743395,19.696094901473433,0.020847564218220888,-2.2088616026772394,-2.176449650199612
18,-2.183310830085321,0.000125,-2.183333021148465,0.08810339277160578,25.517909982383372,0.0037723047154413396,-2.204462413434629,-2.204484597400383,0.08324731189619612,19.728994016294127,0.001793827779625577,-2.204484597400383,-2.183333021148465
19,-2.186283080621375,0.000125,-2.1863052808730647,0.08591854845836729,23.555286384257535,0.0033340340028715303,-2.125365729685183,-2.1253879600101047,0.09112283828909751,19.907447302782977,0.0190350213131212,-2.1253879600101047,-2.1863052808730647
20,-2.207489988624929,6.25e-05,-2.2075123791762348,0.08444939927022307,24.408037773735867,0.003890540772665511,-2.216297648571156,-2.2163200599175914,0.0840909701116659,20.156490537855362,-0.004940012909678949,-2.2163200599175914,-2.2075123791762348
21,-2.2102635470171728,6.25e-05,-2.2102859583636083,0.08514993649890408,24.366837230705585,0.002806323544787239,-2.2051901949776544,-2.20521260632409,0.08442877605557442,20.091121355692547,-0.019716116090960526,-2.20521260632409,-2.2102859583636083
22,-2.2151785187015185,6.25e-05,-2.2152009322241883,0.08373240231863142,28.524838434029785,0.0027497543629379775,-2.182380351755354,-2.182402776347266,0.08850863465556393,19.932346962116384,0.013420526429803835,-2.182402776347266,-2.2152009322241883
23,-2.209963595165926,3.125e-05,-2.209986019086161,0.0842204495554159,25.46444475046278,0.004415103332347352,-2.1972428913469666,-2.1972653137312994,0.08511851120878149,18.92840494932952,0.006615314508693431,-2.1972653137312994,-2.209986019086161
24,-2.212092636564924,3.125e-05,-2.212115060243355,0.08461698792255191,24.97205203251713,0.0034317443504812417,-2.2146045366923013,-2.214626967906952,0.08445631843750123,19.91488712805289,0.007573955080092505,-2.214626967906952,-2.212115060243355
25,-2.2187454083870195,1.5625e-05,-2.218767831340039,0.08374782799012037,24.07558353145514,0.0035385907902505103,-2.2079265537085355,-2.2079489716777094,0.08414262829831352,19.786429864388925,0.007353458825188379,-2.2079489716777094,-2.218767831340039
26,-2.2150846729413973,1.5625e-05,-2.215107095652613,0.08429170529873811,24.533704239263013,0.0026286640953042113,-2.206582753746598,-2.20660517833851,0.08582727769734683,18.431047209986932,0.008226017286587093,-2.20660517833851,-2.215107095652613
27,-2.2236788521915614,7.8125e-06,-2.223701276595404,0.08394640389429386,28.686281064944627,0.0038036292189312817,-2.2053761570541948,-2.2053985882688454,0.08490624133911398,19.00569947560628,0.0053170935393104125,-2.2053985882688454,-2.223701276595404
28,-2.220366888065609,7.8125e-06,-2.220389310293217,0.08383561203040893,19.61456631066591,0.0033132791425654964,-2.2141982162440264,-2.214220638628359,0.08587160099435735,19.66425429450141,7.510946684137539e-05,-2.214220638628359,-2.220389310293217
29,-2.2228708978115184,3.90625e-06,-2.222893317379284,0.083298739589917,24.79066682780732,0.002809497369802793,-2.2158803321697094,-2.2159027523464627,0.0813702338685592,19.19688129425049,0.006823506417546283,-2.2159027523464627,-2.222893317379284
30,-2.2221222615387086,3.90625e-06,-2.2221446852171396,0.08259163356365345,28.535601565610566,0.003436892378875045,-2.202625643323969,-2.20264807233104,0.08565011627420231,20.21828582551744,0.0036069473544894544,-2.20264807233104,-2.2221446852171396
31,-2.2311785221099854,1.953125e-06,-2.231200943612182,0.08292588461606062,19.996692423404593,0.002821663800016816,-2.210830904819347,-2.21085332720368,0.08469265968435341,19.018107114014803,0.006005247737953646,-2.21085332720368,-2.231200943612182
32,-2.2126694192267333,1.953125e-06,-2.2126918443559873,0.08347597934351006,24.171621427091093,0.002273096739594082,-2.2032779168199608,-2.203300341411873,0.08364252932369709,20.311463126429803,0.006585397986108782,-2.203300341411873,-2.2126918443559873
33,-2.221037205286007,9.765625e-07,-2.221059628722634,0.08257597270771166,29.992538243229927,0.0043891212323484054,-2.1816893970524824,-2.1817118216443947,0.08540560560369934,19.731520069970024,0.0027770555742015995,-2.1817118216443947,-2.221059628722634
34,-2.2314334849073245,9.765625e-07,-2.2314559054423055,0.0839300119973583,24.70623756664036,0.0022964604535663374,-2.2223415440983243,-2.222363966482657,0.08276422666730704,19.872094048394096,0.0013957194880478913,-2.222363966482657,-2.2314559054423055
35,-2.225241211558452,9.765625e-07,-2.2252636347532757,0.08358354025480713,24.626667325443478,0.002706792002966964,-2.203963070004075,-2.2039855034263045,0.08556146754158868,17.95692291966191,0.007603852604343383,-2.2039855034263045,-2.2252636347532757
36,-2.2218614301623485,9.765625e-07,-2.221883850213722,0.08339823285990507,24.011229841994467,0.0029165041415704675,-2.1851259116773254,-2.185148340684396,0.08629332758762219,19.01665526849252,0.0034313480762109437,-2.185148340684396,-2.221883850213722
37,-2.217554671285602,4.882813e-07,-2.2175770932714065,0.08425808644288693,24.42460191467471,0.003237247273645177,-2.244554548351853,-2.2445769707361856,0.08283164717808918,19.273017918622052,-0.0004049289531798826,-2.2445769707361856,-2.2175770932714065
38,-2.221444275751559,4.882813e-07,-2.221466698704578,0.08399167566222061,24.003443934612775,0.0028342393176860607,-2.200888803711644,-2.2009112305111356,0.08615818495551746,18.79432941366125,0.006601003692830326,-2.2009112305111356,-2.221466698704578
39,-2.223625117818434,4.882813e-07,-2.2236475378698075,0.08440264553949993,29.28006391931499,0.003120496519605117,-2.192650870040611,-2.1926732968401024,0.08377106135918035,19.161107328202988,0.007086393250911324,-2.1926732968401024,-2.2236475378698075
