epoch,lr,output_mean_absolute_error,output_mean_absolute_percentage_error,output_mean_error,val_loss,val_output_mean_absolute_error,val_output_mean_absolute_percentage_error,val_output_mean_error
47,0.000125,0.312965989112854,17.4030704498291,0.0746081992983818,1.850363696576096e-05,0.3750852942466736,21.52419090270996,0.08661092817783356
48,0.000125,0.3163087069988251,17.50528335571289,0.07594747841358185,1.8526015992392786e-05,0.3631046414375305,21.76607322692871,0.08185625821352005
49,0.000125,0.3154539167881012,17.485300064086914,0.07383917272090912,1.8548142179497518e-05,0.3660438060760498,21.511323928833008,0.08966026455163956
50,0.000125,0.30827203392982483,16.935832977294922,0.07442391663789749,1.856401468103286e-05,0.3711639940738678,23.001873016357422,0.09571592509746552
51,0.000125,0.3080320656299591,16.9503173828125,0.07657621055841446,1.858623363659717e-05,0.3624338209629059,21.94301986694336,0.08404731750488281
52,0.000125,0.30975812673568726,17.024404525756836,0.07345380634069443,1.8606984667712823e-05,0.38166481256484985,23.022472381591797,0.08905874192714691
53,0.000125,0.3102313280105591,17.157609939575195,0.07401765137910843,1.8627501049195416e-05,0.37074369192123413,21.86214256286621,0.11053048074245453
54,0.000125,0.30783751606941223,16.863826751708984,0.07561429589986801,1.8646174794412218e-05,0.3715856373310089,21.928936004638672,0.09558013081550598
55,0.000125,0.3090417981147766,16.9968204498291,0.07508708536624908,1.8665632524061948e-05,0.37365490198135376,22.56270980834961,0.08391369879245758
56,6.25e-05,0.30957722663879395,17.10586166381836,0.07375002652406693,1.867423634394072e-05,0.372219979763031,22.13530921936035,0.09445267170667648
57,6.25e-05,0.3057350814342499,16.876819610595703,0.0743810161948204,1.8684924725675955e-05,0.36549097299575806,22.000835418701172,0.08591873198747635
58,6.25e-05,0.3054662048816681,16.809219360351562,0.07241757959127426,1.869441257440485e-05,0.36762040853500366,22.48830795288086,0.0950673297047615
59,6.25e-05,0.30356767773628235,16.507761001586914,0.07520326226949692,1.870340929599479e-05,0.3756697177886963,21.677997589111328,0.08359135687351227
